Country Name,country_code,Indicator Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Eritrea,ERI,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Spain,ESP,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Estonia,EST,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Ethiopia,ETH,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,-17.67065668,13.22028145,12.90948702,2.807315015,0.39330317,2.642189476,-10.98741913,-6.519588853,0.549614667,11.07755929,2.108988395,13.64489862,10.27211654,10.66616174,8.177187478,1.303568606,17.6354832,12.7439479,-5.114907985,2.972377102,-2.617063494,-4.08090893,-8.292553683,-17.12177624,10.74,4.63,3.31,5.97,6.98,7.38,8.86
European Union,EUU,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Fragile and conflict affected situations,FCS,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Finland,FIN,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Fiji,FJI,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,5.778873431,4.337874671,10.52646548,9.994110554,8.039288676,7.49017957,2.036998538,1.905722559,13.76716679,4.938892905,4.634663663,-0.093110327,4.868426454,0.12637703,3.473075989,5.805544749,5.715797036,6.374077023,3.127572744,-1.759995185,3.329263792,2.396639496,-5.987741307,3.182163747
France,FRA,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Faroe Islands,FRO,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
"Micronesia, Fed. Sts.",FSM,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,12.47189331,12.88941453,14.25596153,11.65997456,16.07572735,14.09897903,14.06519173,15.16653283,15.42027449,14.24024467,13.98474595,14.03593423,10.52113421,8.926581578,9.508567183,11.12614224,12.55405106,6.718942254,14.96771926,12.30404447,22.11128033
Gabon,GAB,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
United Kingdom,GBR,Real interest rate (%),-2.832918799,1.510933332,4.200561595,4.473298526,4.427354471,6.389135597,6.293170901,4.073338922,3.733550036,5.47171804,6.378848702,4.957660343,6.041855323,3.193314379,4.013230428,-4.456285514,1.627820175,6.936657524,5.546881647,3.949092672,4.202005332,3.21190445,1.897407128,0.93312767,1.764411262,1.466781119,1.740329541,2.638409052,1.401500293,-1.053275871,-0.864312585,-1.535587234,-1.094245581,-1.700724708,-1.073298706,8.86
Georgia,GEO,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,19.65777315,12.59343169,8.907306844,7.940375743,6.962913354,7.708841743,20.43890451,1.450085744,5.77747439,14.27774252,12.08595432,7.366030399,6.28853839
Ghana,GHA,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Gibraltar,GIB,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Guinea,GIN,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,-9.633813502,-5.469330127,-4.141396942,3.314727693,-1.048072245,0.617798329,23.66678603,20.28236584,14.67528579,19.15785737,18.79631043,15.71537969,15.01263906,12.29996312,10.93101569,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
"Gambia, The",GMB,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,-17.88548,-8.907682265,7.948365223,18.08058834,11.51499525,12.98220621,-45.94845708,24.32561222,19.91682355,20.45012127,20.27487219,15.80848626,33.46679226,18.93827331,27.09540134,21.31056585,21.80095962,12.32764712,14.56180197,-29.70805924,29.58576079,28.0808453,22.50814651,23.93164352,21.51562863,20.21468541,22.40355815,23.26043865,20.83094149,22.13467873,8.86
Guinea-Bissau,GNB,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.316174863,7.172377895,0.355080129,-6.660169927,7.623044421,2.086119507,-7.695813746,5.940223009,6.278171435,5.494736817,-6.197768724
Equatorial Guinea,GNQ,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Greece,GRC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Grenada,GRD,Real interest rate (%),-2.63,2.5,7.835629178,10.78175131,5.358728825,4.27908845,8.783509417,7.847316909,5.211646071,3.054309712,12.30758512,5.279920895,7.702599485,9.765036458,7.594953394,7.784522041,7.128352362,9.285551858,9.823877838,10.383237,8.493010368,7.87371781,10.89653084,12.13463967,7.991377657,7.391312726,4.988611962,7.267924037,1.558916371,11.00404266,10.04710918,10.43798489,5.580266649,6.167080904,8.348111212,6.035651892
Greenland,GRL,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Guatemala,GTM,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.588412693,6.448926428,13.77560364,13.15317506,26.02784521,9.763381368,10.05740833,7.344549242,6.969818057,7.411952972,5.341266302,3.641592342,9.892832099,7.803198652,6.113829832,9.778618455,9.906354068,10.60955538,10.75584871
Guam,GUM,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Guyana,GUY,Real interest rate (%),-2.63,8.778220753,9.657107612,5.582384315,-3.589612088,0.42782349,2.410327063,-27.54117256,-6.936632349,-54.69841643,-15.14568615,-43.05818134,15.62141973,2.062071715,1.534184849,6.113205867,13.33847421,15.37895561,13.39943163,5.303299611,10.05349534,16.6319782,13.35647552,9.810426511,7.273623534,6.418515761,-58.3271743,5.914206812,4.43588136,13.52530553,9.784551554,11.91083174,8.831995367,14.11255172,15.25949331,9.542466497
High income,HIC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
"Hong Kong SAR, China",HKG,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.263826528,0.253126007,-2.334835019,-1.945456446,0.991119571,4.567183759,2.490588474,2.96475218,8.571420266,13.13357967,13.11005481,8.773425601,8.805561373,11.71124553,8.932434854,6.367971776,8.496916529,4.290429256,3.980014926,5.395669355,4.716576788,1.060755825,1.405392832,3.13081176,2.090114345,1.30876813
Honduras,HND,Real interest rate (%),-2.63,2.5,8.130636192,11.65091414,12.52720682,14.39927492,13.69643576,13.0074711,5.676525791,3.516751221,-6.366507516,-3.491085581,17.37092159,10.05306851,2.749490935,2.615736404,9.770487562,13.05954277,18.48929367,20.98686506,17.43690983,14.50701917,16.70233414,14.22506592,12.61077139,10.76809208,11.47428245,9.359386039,9.412844122,10.95295752,13.55479289,9.971806992,14.35696298,18.45328242,12.88062187,12.83497683
Heavily indebted poor countries (HIPC),HPC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Croatia,HRV,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,17.92630314,8.02600977,6.980481376,11.05462029,7.411512538,5.106337263,8.670218067,6.97283592,7.825190782,7.825122907,5.820829479,4.859853943,4.326132654,8.341455183,9.360227927,7.854184105,7.942211603,8.408282021,8.418332955,8.86
Haiti,HTI,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,-29.48663993,-2.560832109,9.188009885,1.362148028,1.395075684,7.53269347,-39.12982237,4.063344806,9.609850934,7.118906415,0.704969909,8.621852568,15.58066512,12.76106461,7.352652758,5.658949754,9.393317859,6.987364203,0.671275932,0.597120821,7.194302416,8.631905246
Hungary,HUN,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,9.497899982,3.419028474,6.618854515,4.636167513,4.410757013,1.252174611,4.841250075,7.603942252,2.752712419,0.963655599,1.921858522,3.944694809,7.355021483,5.760215724,4.259832396,3.455557018,5.129869373,6.561260426,4.928359555,6.265399371,5.936586551,3.389525485,0.723328413,0.122534285
IBRD only,IBD,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
IDA & IBRD total,IBT,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
IDA total,IDA,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
IDA blend,IDB,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Indonesia,IDN,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,18.82609796,4.881607487,13.442823,11.15598824,10.75316306,15.41486706,15.60691171,1.203573126,9.263077251,8.162954671,9.699419192,8.21356548,-24.60016808,11.82652643,-1.654212471,3.719985957,12.3224125,10.85207115,5.134410231,-0.245735467,1.658151422,2.339674091,-3.852245026,5.747952096,-1.746097536,4.594376749,7.750188565,6.374931242,6.792118581,8.349910635
IDA only,IDX,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Isle of Man,IMN,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
India,IND,Real interest rate (%),4.476508258,5.11823674,7.774707248,7.320986681,7.947099923,8.681673583,9.093224146,6.560180095,7.638633,7.435843244,5.269527001,3.624716594,9.132749407,5.814776514,4.337109732,5.864178113,7.792994302,6.909578992,5.12127633,9.191247325,8.34261083,8.591449296,7.90717719,7.30788116,4.910128304,4.855145172,2.570606702,5.681844063,3.77175625,4.808592108,-1.983859222,1.317979708,2.473521656,3.865992863,6.69517609,7.556488414
Not classified,INX,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Ireland,IRL,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
"Iran, Islamic Rep.",IRN,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,-6.419290827,-3.467024746,-0.508448114,-8.897954183,-6.214920245,7.07608798,-3.350481524,-10.2979384,-10.49549893,-18.1219389,2.852707121,13.72186322
Iraq,IRQ,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,6.322292779,1.002486202,-3.447817827,-16.51813572,-7.046009194,3.793137664,-8.419722882,44.33097173,-1.922094573,-8.467921829,10.90655086,13.58817382,15.89852702,60.87670955
Iceland,ISL,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.71323657,9.865832058,7.705351676,9.469769491,12.28092481,8.505916523,8.967920185,11.40205425,9.098273308,11.36328502,8.555127009,14.33644941,7.143954326,7.385020293,3.655369094,4.463192565,4.72101403,5.901739895,3.457644457,1.466679258
Israel,ISR,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,2.635468822,3.294871617,0.935417461
Italy,ITA,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,8.291348365,5.4521761,6.585797062,11.64704481,10.34007128,8.15255756,7.920644404,7.952252544,7.743308891,6.094069227,4.736635744,5.138245886,4.128903875,3.158738554,2.600677732,2.762226465,3.23826981,3.424166712,3.762434675,4.332593826,3.027009099,3.579685793,2.944663726,3.619198647,3.951211997,3.917647828,3.167866234
Jamaica,JAM,Real interest rate (%),-2.24424896,7.148892159,7.499940703,0.007327129,-12.79070919,-2.811052272,0.377481935,13.19593008,11.72209101,11.43398394,4.302950753,-8.574057862,-9.51239671,-5.951801115,13.99636859,14.68989268,17.63412732,21.21680819,19.00286121,18.78944944,11.5395515,11.87314992,8.633558839,6.506314028,4.677446369,5.285866926,8.07942404,5.279057528,2.88781677,4.276962292,9.693284432,12.96180044,10.37456239,8.578676322,9.620304814,9.677121933
Jordan,JOR,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,10.96630886,6.235012705,12.75881169,12.25729913,10.07801999,9.17163594,6.99812319,5.009879792,5.489905916,-2.235537157,3.452125036,-11.79707235,5.898580861,0.875955637,2.646406244,3.9901971,2.700469426,5.360006858,6.172976266
Japan,JPN,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,4.270907493,1.951242873,4.050494997,3.117254681,1.934613154,2.348223426,3.444634362,3.449521334,3.087795385,3.301822933,3.48582884,2.924240609,2.90562806,2.548823046,2.606878389,2.846981386,2.306032611,3.545761915,3.174489687,2.180076528,1.664021933,-0.459381592,-0.94844123
Kazakhstan,KAZ,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Kenya,KEN,Real interest rate (%),0.942589238,1.410506086,2.605412411,3.572394452,3.835120319,5.257537652,4.864495047,8.157389639,8.026232316,6.815211935,7.332797069,5.745512647,1.825329186,3.413472407,16.42810989,15.80164834,-5.776588542,16.87956849,21.09632603,17.45404878,15.32743345,17.81250097,17.35814064,9.770510928,5.045257596,7.609987548,-8.009866973,4.819090789,-0.984996971,-10.09600357,12.52695849,4.526185832,9.313511345,9.29394636,8.249078992,6.268805783
Kyrgyz Republic,KGZ,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,20.12149532,36.81333224,43.87352863,15.58210304,23.05040235,30.5208227,33.19094321,19.30883194,17.34746592,13.4139691,12.50607123,7.261727074,3.019118025,21.74040098,12.43804432,1.058988813,13.19759191,17.59058869,10.80871832,19.53336065
Cambodia,KHM,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Kiribati,KIR,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
St. Kitts and Nevis,KNA,Real interest rate (%),0.717769745,-6.721451348,2.617702562,8.746617926,5.011927147,7.013256002,4.88139592,4.970902692,3.714168545,5.385347301,3.510706605,7.597846456,5.191597987,8.126660351,4.395984907,10.02909009,10.2131381,5.956906649,8.386958377,8.200496852,17.88365272,7.493374094,7.167938678,10.37383558,6.176204043,11.85115854,-4.263509617,2.777489187,5.844133533,4.820406871,6.207161423,3.597866711,8.61507752,9.260320889,6.417801331,9.638568789
"Korea, Rep.",KOR,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,6.679742736,7.570319386,10.34041448,10.7579741,7.447142697,4.087645473,3.626044041,2.693739372,2.692081299,4.505016532,6.224588621,4.034859563,4.222685184,1.969452026,2.700250556,4.418990751,4.092791268,3.588241715,3.326270741,0.337001849
Kuwait,KWT,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,16.5631803,14.31942795,3.355883388,-5.834464731,14.18069143,31.49230024,-8.068204393,-9.670492972,16.90807086,1.268606946,0.472936585,-5.149114942,-11.72097796,-6.539551299,4.054288247,-9.312048743,28.15807975,-5.113880201,-10.28946083,-2.303567908,4.328792853,11.82552112,40.859904
Latin America & Caribbean (excluding high income),LAC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Lao PDR,LAO,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,11.5322976,18.87483107,12.72449402,15.13399662,5.000306941,11.67268671,9.51,-29.932136,-42.09865184,5.77111515,15.88950026,21.64710396,15.02855589,16.76709694,16.7460943,17.32311831,19.60354616,13.90416092,28.54400474,12.28603495,3.31,5.97,6.98,7.38,8.86
Lebanon,LBN,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,-19.15344956,21.16039869,-6.531972115,-28.98590859,3.034490897,14.84184475,12.65987862,23.06925464,7.838176763,10.95,18.51498374,20.67041118,19.00416046,11.11435384,11.66594611,12.19354397,11.82784324,9.297376922,6.906533194,2.260586371,-0.649418008,7.713429522,4.431035601,-0.287455028,4.613390109,7.111285782,3.556069528
Liberia,LBR,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,21.26684537,21.90277511,1.337681025,1.058508912,16.46265368,5.834628025,2.703599751,-2.495875033,17.38281538,7.257866331,2.54895208,5.307354694,8.378989667,12.58084393,13.53546469
Libya,LBY,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,-5.566230603,-0.172521972,-15.91173292,-6.437945408,-13.47577355,-17.4564761,-2.857068378,-4.521853726,-12.99319769,41.92524865,-7.148731162,-10.35995129,-2.735044771,13.57295562,28.18811838,8.86
St. Lucia,LCA,Real interest rate (%),-2.63,5.913103335,23.11125538,11.04926236,-4.144224145,9.86814334,9.833815244,5.573190268,10.4969677,6.350404808,2.681317941,6.089792127,10.87546923,10.70222547,8.267746271,7.250363083,12.30265291,9.53408906,8.76067737,10.22054708,11.81528447,14.01282571,12.12586335,9.287497971,10.28978127,3.469106,5.332397301,6.304614312,7.36560346,10.23099536,5.946236724,9.394815702,7.364404698,1.827408044,5.207294001,4.230026886
Latin America & Caribbean,LCN,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Least developed countries: UN classification,LDC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Low income,LIC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Liechtenstein,LIE,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Sri Lanka,LKA,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,0.514847021,4.676585245,1.468679127,0.611364963,0.312845408,1.413562673,2.6732136,2.204690475,9.248011791,-10.2457951,5.374439944,2.214144016,5.851468925,4.786022237,6.267777191
Lower middle income,LMC,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
Low & middle income,LMY,Real interest rate (%),-2.63,2.5,5.45,3.86,2.09,1.52,4.78,0.91,11.57,0.37,2.17,1.58,3.17,3.3,2.66,2.86,9.53,9.51,10.95,8.39,6.61,9.23,9.09,7.83,5.04,4.91,4.39,5.15,2.4,10.74,4.63,3.31,5.97,6.98,7.38,8.86
